message,is_toxic
"HmmmÃ¢â‚¬Â¦as far as I can see, you never reset requests.request, which, IMO, is a bad thing. A better way to accomplish what you want is by using mock.patch() in a context manager:
 
  mock_request = mock.Mock()
  mock_request.return_value = requests.Response()
  mock_request.return_value.status_code = 200
  mock_request.return_value.headers = {
  'x-server-management-url': 'blah.com',
  'x-auth-token': 'blah',
  }
  with mock.patch('requests.request', mock_request):
  instance.authenticate()
  mock_request.assert_called_once_with(mock.ANY, mock.ANY,
  timeout=2,
  headers=mock.ANY,
  verify=mock.ANY,
  config=mock.ANY)
 
 This will isolate the patch on requests.request to just the call to instance.authenticate(). I will also frequently use the decorator form of mock.patch() in this instance, e.g., something like:
 
  @mock.patch('requests.request', return_value=requests.Response())
  def test_client_with_timeout(self, mock_request):
  Ã¢â‚¬Â¦
  mock_request.return_value.status_code = 200
  mock_request.return_value.headers = {
  Ã¢â‚¬Â¦
  }
  instance.authenticate()
  mock_request.assert_called_once_with(Ã¢â‚¬Â¦)",0
"This is minor nitpick. Ugly '\' can be avoided by using paren like
 from ... import (ClassNotFound,
  NotFound, ...)",1
"Good point, I'll whip something up!",0
trailing whitespace should be removed.,0
start.sh is what we want to execute CMD here not the python script.,0
nit: this is decryption middleware !,0
It's kinda ugly to duplicate everything from **kwargs and put that into post_body. We should pass almost directly `kwargs` to `json.dumps`.,1
kill whitespace,0
"Should this be "".sh"" ?",0
"This should be processutils.execute()
 
 In fact, please submit this fix as a separate review",0
"hmm. Does the end person want to know what state it was trying to be set to, when it failed? NOSTATE seems somewhat useless.",0
"__NR_ and SYS_ are the two common prefixes for the userspace constants for system calls. (i forget which is SYSV and which is the other one.) so you need to grep your linux kernel tree for clone or read ""man 2 clone"" or whatever.

what's happening here is that other than 'flags' and 'fn' being the wrong way round, __bionic_clone's arguments are the same as the kernel's syscall. that's handled in the next block. up here, we're stashing the two arguments that __bionic_clone_entry will need later.

i'd like to reorder to remove the need for the later block, but some retard made this public ABI, so i worry i'd break something. (i'd also like to kill __pthread_clone and just use this more general form, but since we probably have to keep this for ABI compatibility anyway...)

it's worth thinking about simplifying all this for the 64-bit architectures though.",0
"Sorry to say this, but slack api design is crap. Even for invalid auth, they return 200 ok, but the response body has error message. So I need to parse it to find out the error",1
"# ofport = self.del_fdb_flow(br,port,0,lvm,0);
 # cleanup_tunnel_port(br,ofport,lvm.network_type)
 
 add above two lines, which could finish the garbage collection before add, eliminating a separate fdb_delete rpc.",0
"Using 'os.path' operations on URLs is bad form:  It assumes that the
path separator is '/', which is the sort of monkey business that
`os.path`exists to prevent.  Put another way:  A URL is _not_ a
filesystem path, and can't reliably be manipulated as such.",0
group.created_at = timeutils.utcnow(),0
Useless too.,0
if you're fixing nits anyway... s/a //,0
"""$rc -eq 0"" is not needed here - above we return from the function if ""$rc -ne 0""",0
"Maybe introduce another bool into OatFileManager that gets toggled, and have DCHECKs?",0
"hugepage_size = hugepages.get(size)
 if hugepage_size:
  ...",0
"so this is an odd comment, but I think its easier to read if you add a colon after these lines, then include the above example after that.
 
 I was reading this all up side down by default and it was really confusing.",0
``local_settings.py``,0
i think we should just kill display_name here all together as it's pretty useless.,0
"oh crap, i actually duplicated directory creation, it is already done in solar.yaml",1
This docstring needs to be moved under the class ServerAssociatedState(object) line below...,0
Here is still bug with self._cluster should be self._cluster_name),0
"the ordering of these mocks does not match the function call, also the functions should be mocked from where they are declared, it should be:
 
  @mock.patch('sahara.utils.rh_helper._get_os_version')
  @mock.patch('sahara.utils.ssh_remote._get_os_distrib')
  @mock.patch('sahara.utils.ssh_remote._execute_command')",0
"ok, but the step doesn't say that this needs to be done on the node running the l3-agent.",0
You're going to have to rebase. I think this whole method gets deleted...,0
Please don't do mocks like this. Mock out the thing you need to mock in the place you need it to be mocked. This sort of pattern is what we have with mox-based tests in many areas of the code and they're often a disaster.,0
"damn it. should be if not None, thanks",1
You should use Puppet[:modulepath]/pacemaker/lib/puppet/provider/pacemaker_common.rb if you want to refer to it.,0
"This _attach_interface_not_found_case is almost the same as the one of v2.1 API test, so how about defining
 
  not_found_case_exception = exc.HTTPNotFound
 
 in InterfaceAttachTestsV21 class and defining
 
  not_found_case_exception = exc.HTTPBadRequest
 
 in InterfaceAttachTestsV2 class and replacing
 
  - self.assertRaises(exc.HTTPBadRequest,
  + self.assertRaises(self.not_found_case_exception,
 
 in _attach_interface_not_found_case() of InterfaceAttachTestsV21 ?",0
self.scheduled_task = scheduled_task,0
"For what reason we have '\0'? It looks like you're reading bytes somewhere, and pass bytes. Let's read this command as string, not bytes, and you won't need this ugly replace hack. 
 
 I can help to fix it if you need.",1
Derp... last minute rename fail on my part.,0
"rather than have a note, there should be a bullet (which should be first) that says to set auth_plugin.",0
can we do this in init_host instead? I hate these conditionals here.,1
How is it really a 'message queue'? It's just a dummy.,0
Useless I think,0
"> > Hard-coding board names is a bad idea and from what I know, discourage by the infra team.
> > See the below from assign_stable_images.py:
> > 
> > # N.B.  HARDCODED BOARD NAMES ARE EVIL!!!  This blacklist uses hardcoded
> > # names because it's meant to define a list of legacies that will shrivel
> > # and die over time.
> > #
> > # DO NOT ADD TO THIS LIST.  If there's a new use case that requires
> > # extending the blacklist concept, you should find a maintainable
> > # solution that deletes this code.
> 
> I am not sure if this necessarily applies to the tests as well. Debayan already added a message stating the need for skipping the test on these boards and we can change that to a TODO predicated on the fix for the associated bug.
> 
> Adding +dshi@ for his thoughts on skipping tests for certain boards due to board specific issues.

Here are couple other examples of skipping tests for certain boards / builds...

https://cs.corp.google.com/chromeos_public/src/third_party/autotest/files/client/site_tests/video_ChromeHWDecodeUsed/video_ChromeHWDecodeUsed.py?l=21

https://cs.corp.google.com/chromeos_public/src/third_party/autotest/files/client/site_tests/video_ChromeRTCHWDecodeUsed/video_ChromeRTCHWDecodeUsed.py?l=27",0
You're right. I'll remove them.,0
! is_service_default($ovn_l3_mode),0
"Feels like splitting hairs.
 
 The point is, we have precedent for telling devs: ""If you want to develop against this driver, have the driver present locally!""",0
ditto as in test_chassis.py,0
"These are not the same thing. AFAICT, this is introducing a second level of approval for blueprints. First you have to get the spec approved at which point you can start working on it. Then you have to wait for a runway slot before reviewers are permitted to approve it. If two reviewers found time to look at a proposed patch & have +2d it, the idea that we should block merge due to not having a runway slot is just stupid.",0
